os_id,name,address,lat,lng,number_of_workers,parent_company,facility_type,product_type,is_closed,name_lower
MM20250874HDX6Q,"Si Yuan Myanmar Co., Ltd","No.27-Ka, Myay Taing Block, Part (4), Ind'l Zone, Hlaing Tharyar Tsp",16.8565476,96.0670174,,,,,False,"si yuan myanmar co., ltd"
MM20250874HKVD2,"Great Quality Industrial Co., Ltd","98/100, Shwe Dagon Pagoda Road, Lower Middle Block, Pabedan, Yangon",16.773463,96.1533716,,,,Pigeon Pea|Black Gram|Green Gram,False,"great quality industrial co., ltd"
MM20250874MA4D5,"EFR Trading Co., Ltd","Building B, Room 1101, 11st Floor, Mahar Bandoola Road, Mahar Bandoola Housing Complex, Pazundaung, Yangon",16.7770954,96.1752377,,,,Rubber,False,"efr trading co., ltd"
MM20250874N3FEB,"Heiwa Plastic Co., Ltd","195, Twin Thin Tike Wun U Tun Nyo Street, Dagon Seikkan, Yangon",16.8520683,96.2694608,,,,Laminated wood,False,"heiwa plastic co., ltd"
MM20250874PRVA9,"Myanmar Huiyang Industrial Co., Ltd","392, Myay Taing Blk (25), Shwelinban Industrial Zone, Hlaingtharya, Yangon",16.914015,96.0652719,,,,Wedding Dress|Knitting Wear,False,"myanmar huiyang industrial co., ltd"
MM20250874QMJ1M,Excel International Trading Company Limited,"BLK79(B3-B3)#101, Shwe Gone Daing Road, Bahan Township, Yangon, Myanmar., Bahan, Yangon",16.8105428,96.1605383,,,,Rice,False,excel international trading company limited
MM20250874R1PNT,Opal International Company Limited,"No (14/15), Depeyin Wun Htauk U Myae Road, Hlaing Tharyar Industrial Zone (2), Hlaing Tharyar Township, Yangon. (Factory 1)",16.8341487,96.230958,,,,Clothing,False,opal international company limited
MM20250874RD162,"Maple Win Naypyitaw Co., Ltd","No.D5, Shwe Gant Gaw (2) St, Dekkhina Thiri Tsp, Nay Pyi Taw.",19.6799614,96.0891032,,,,,False,"maple win naypyitaw co., ltd"
MM20250874S4Z1K,"Golden Circle Co., Ltd","5, Aye Yeik Mon Road, Corner of Yadanar Mon 6th Street, Ward (3), Hlaing, Yangon",16.8348733,96.1152533,,,,Rice|Black Gram|Green Gram,False,"golden circle co., ltd"
MM20250874SC6RS,"Best Choice (Myanmar) Garment Co., Ltd","Plot No.K-7, Myay Taing Block No.20, Anawrahtar Industrial Zone, Hlaing Tharyar Tsp (West), Yangon",16.853816,96.0254232,,,,,False,"best choice (myanmar) garment co., ltd"
MM20250874TFB7H,"Myanmar Talent Group Co., Ltd","310, Room-1202, 2nd Floor, Anawrahta Road, Win Shwe Wah Tower, Lanmadaw, Yangon",16.7778539,96.1391602,,,,Black Gram|Green Gram,False,"myanmar talent group co., ltd"
MM20250874TPPA6,"Myanmar Hongyuan Internation Garment Co., Ltd","No.589-A, BantBwayKone Village Group, Hmawbi Tsp Yangon.",17.123766,96.0308654,,,,,False,"myanmar hongyuan internation garment co., ltd"
MM20250874XGWTS,"Violet Valley Trading Co., Ltd","154/155, Inngyin Street, 34th Block, North Dagon, Yangon",16.8211125,96.1926939,,,,Instant Foods,False,"violet valley trading co., ltd"
MM20250874XR3R6,"Myanmar Belle Co., Ltd.","No.21/A, Upper Pazundaung Road, Mingalar Taung Nyunt T/S, Yangon Region., Mingalar Taung Nyunt, Yangong",16.7801858,96.1746348,,,,Crab,False,"myanmar belle co., ltd."
MM20250874Z5S6S,"Best Garment Co., Ltd","No.561, Residential Ward, Kayin Chaung Kwin, Plot No. 36 A, 38A, 40A, Shwe Pyi Thar Tsp, Yangon",16.9412614,96.0769842,,,,,False,"best garment co., ltd"
MM20250874ZV28T,Htein Lin Ayeyar Trading Company Limited,"No.Q2, Shwe Thit Khwa Street, Shwe Padauk Yeikmon, Kamayut Township, Yangon, Myanmar., Kamayut, Yangon",16.8311152,96.1220792,,,,Rice|Rice,False,htein lin ayeyar trading company limited
MM2025087507S1R,"Bright Light Co., Ltd.","No.F-44, Sein Pan Street, Bayinnaung Pwe Yone Ton, Mayangon Township, Yangon., Mayangon, Yangon",16.8638688,96.1049367,,,,Green Gram|Tamarind|Green Bean|Black gram,False,"bright light co., ltd."
MM202508750VXDW,"Grand Wynn Manufacturing Co., Ltd","50, Yan Naing Swe 2nd Street, Set Hmu Ward, Thakata Industrial Zone, Thaketa, Yangon",16.8071191,96.1972389,,,,Fish|Prawn,False,"grand wynn manufacturing co., ltd"
MM2025087519EJ1,MST Underwear Company Limited,"No. 212, MyinWunUAungThu St, Ind'l Zone Part 2, Hlaing Tharyar Tsp, Yangon",16.8819286,96.0573302,,,,Underwear|Underwears,False,mst underwear company limited
MM202508751QXJY,"Good Brother Co., Ltd.","No.22, Bayint Naung Road, Thirimon Housing, Hlaing T/S, Yangon., Hlaing, Yangon",16.8542992,96.1073441,,,,Rice|Rice|Rice,False,"good brother co., ltd."
MM2025087532JHZ,"Ngwe Sandar Trading Co., Ltd","Building B, Room-116, Ground Floor, Baho Road Upper, Muditar Condo, Mayangone, Yangon",16.8670416,96.1109508,,,,Rice|Gram Whole|Black Gram,False,"ngwe sandar trading co., ltd"
MM202508755CWX1,Swan Htet Myat Company Limited,"No.135, Nawaday(1)St, (1)Ward, Mayangone Tsp, Yangon, Myanmar., Mayangone, Yangon",16.7839396,96.1571235,,,,Rice,False,swan htet myat company limited
MM202508755J6VF,Eternal Victory General Trading Company Limited,"No.274, 1St Floor, Anawrahta Road, Lanmadaw T/S, Yangon., Lanmadaw, Yangon",16.7774568,96.1421874,,,,Rice,False,eternal victory general trading company limited
MM202508757TWAY,"OMIC Myanmar Inspection & Surveying Co., Ltd","Room-601, Ground Floor, MGW Centre, Botahtaung, Yangon",16.7724909,96.1646322,,,,Rice|Black Gram|Green Gram,False,"omic myanmar inspection & surveying co., ltd"
MM202508757V520,Steel Emperor Engineering & General Trading,"No.161/Y, Kyaikkasan Rd., Nat Mauk Ward, Tamwe, Yangon",16.79552,96.1717183,,,,Hotel kitchen Equipment,False,steel emperor engineering & general trading
MM202508759PXZJ,Myanmar Yes Company Limited,"No (64), De Peyin Wun Htauk U Myae Street, Hlaing Tharyar Industrial Zone (3), Hlaing Tharyar Township, Yangon.",16.8819286,96.0573302,,,,Jackets,False,myanmar yes company limited
MM20250875ACDNF,"Myat Noe Thu Co., Ltd","Building A/1, Room-508, 5th Floor, Lower Kyimyindine Road, Shwe Gon Thu Housing, Kyeemyindine, Yangon",16.7987178,96.1245123,,,,Laminated wood,False,"myat noe thu co., ltd"
MM20250875B5AQ8,Asia Trade House Ltd,"I/28-A, 1st Floor, Khattar Street, Bayintnaung Warehouse, Mayangone, Yangon",16.8006512,96.12818,,,,Pigeon Pea|Black gram,False,asia trade house ltd
MM20250875BP5TQ,"Aung Mingalar (SKT Co., Ltd)","7, Pan Pin Gyi Street, Near Hlaing River, Ma Gyee Dan (South-West) Ward, Kyeemyindine, Yangon",16.8116343,96.1221573,,,,Labeo Rohita,False,"aung mingalar (skt co., ltd)"
MM20250875BRT8W,"Sein Enterprise Export & Import Co., Ltd","94, 2nd Floor, Bo Ga Lay Zay Street, Lower Middle Block, Botahtaung, Yangon",16.7878643,96.1935395,,,,Shoes,False,"sein enterprise export & import co., ltd"
MM20250875CAFTP,WHN (Myanmar) Garment Company Limited,"No. 145/B, Sayar San Street, Industrial Zone (2), Hlaing Tharyar Tsp, Yangon",16.8472264,96.0752695,,,,,False,whn (myanmar) garment company limited
MM20250875DBVGT,"Green Island Trading Co., Ltd","78/23 Street, Lower Block, Latha, Yangon",16.7754311,96.152364,,,,Rice|Rubber,False,"green island trading co., ltd"
MM20250875HA8KD,"Bella Interiors Co., Ltd","2730/2731, Than Lwin Street, Industrial Zone (2), Ext: ward 63, South Dagon, Yangon",16.8341487,96.230958,,,,Rattan,False,"bella interiors co., ltd"
MM20250875K3CVM,Shwe Wah Yaung Agriculture Production Trading Ltd.,"No.Nya/73, Yuzana St, Bayint Naung (1) Ward, Mayangone Tsp, Yangon, Myanmar., Mayangone, Yangon",16.8605238,96.1068995,,,,Rice|Rice,False,shwe wah yaung agriculture production trading ltd.
MM20250875K4BWN,"Panko Myanmar Co., Ltd","75/76-B, Hlaw Kar Street, Near of Tae Zone, Shwepyitha, Yangon",17.0075924,96.0811584,1220,,,Blouse|Kid Wear,False,"panko myanmar co., ltd"
MM20250875KR4DK,R.K Brother Ltd,"31, 30th Street, Lower Middle Block, Pabedan, Yangon",16.7776497,96.1566754,,,,Ginger|Tumeric Finger|Black Gram,False,r.k brother ltd
MM20250875M1JPM,"North Shore Group Co., Ltd","D-10, Mingaladon Industrial Park, Corner of No.3 Highway Rd & Kayaybin Rd, Mingalardon, Yangon",16.9421429,96.1566754,,,,Jackets|Sport Wear,False,"north shore group co., ltd"
MM20250875N4HPQ,Great World,"No.7, U Shwe Bin Street, Shwelinban Industrial Zone, Hlaingtharya, Yangon",16.914015,96.0652719,,,,Clothing,False,great world
MM20250875R6F26,"Pyi Phyo Tun Intermational Co., Ltd","No.15, 11th Street, Lanmadaw, Yangon",16.8354825,96.1170879,,,,Prawn|Crab|Fish|Oil Plam|Rubber,False,"pyi phyo tun intermational co., ltd"
MM20250875RH93C,"Myanmar Htan Ta Pin Garment Co., Ltd","Holding No. (23/Ka) (23/Kha). No (1), Kan Gyi Knoe, Ward No.4, Htan Ta Pin, Yangon",16.492282,96.2064083,,,,,False,"myanmar htan ta pin garment co., ltd"
MM20250875X12TH,Fisheries & Marine Products 2000 Ltd,"147, 3rd Floor, Anawrahta Road, Office, Botahtaung, Yangon",16.7764916,96.1705743,,,,Fish,False,fisheries & marine products 2000 ltd
MM20250875YNHVP,"Autumn Sugar Co., Ltd","20, Between 65th Street & 66th Street, Yadanarbon Street, Maharaungmyay, Mandalay",21.9557615,96.0917517,,,,Sugar,False,"autumn sugar co., ltd"
MM20250875ZA2GJ,KTT Private Ltd,"3, Pin Lon Yeik Mon 1 Street, Pon Lon Yeik Mon Housing, Thingangyun, Yangon",16.8458462,96.2090533,,,,Rice,False,ktt private ltd
MM2025087603Y2V,Forever Winner Ltd,"No-16, Phone Gyee St, Lower Block, Lanmadaw, Yangon",16.7781232,96.1407694,,,,Rubber,False,forever winner ltd
MM2025087607818,"Xin Tian Di (Myanmar) Apparel Co., Ltd","1/A, Bamaw Atwin Wun Street, Shwelinban Industrial Zone, Hlaingtharya, Yangon",16.9212186,96.0568096,,,,Jackets|Pants,False,"xin tian di (myanmar) apparel co., ltd"
MM20250876233WW,"Hlaing Yar Zar Myint Co., Ltd","114, 1 Floor, 34 Street, Upper Middle Block, Kyauktada, Yangon",16.7745552,96.1619784,,,,Black Gram,False,"hlaing yar zar myint co., ltd"
MM2025087628ADS,"Excellent Myanmar Co., Ltd.","8(B), Classic Stand Condominium Between Konzaydan Street, and 27th street, Stand Road, Yangon., Yangon, Yangon",16.7691416,96.1650997,,,,Sorghums,False,"excellent myanmar co., ltd."
MM202508762EAQ9,"Aye Chan Myay General Trading Co., Ltd (First Top Group of Companies)","151, Rm 901/902/903/904, 9th Fl, War Dan Street, Myawaddy Luxury Complex, Lanmadaw, Yangon",16.776408,96.1407844,,,,Black Gram|Sesame Powder|Sesame,False,"aye chan myay general trading co., ltd (first top group of companies)"
MM202508762NXV7,"Chia Moon Sports (Myanmar) Co., Ltd","No.(52), Economic Zone, Ward No (13), Pathein, Ayarwaddy Region",16.7753609,94.7381013,,,,,False,"chia moon sports (myanmar) co., ltd"
MM2025087639037,"Hope One Co., Ltd","182, 9/10, Maung Kyanti Street, Shwelinban Industrial Zone, Hlaingtharya, Yangon",16.914015,96.0652719,,,,Jackets|T shirt,False,"hope one co., ltd"
MM202508763KBJB,"Ohm Shwe War Co., Ltd.","No.(Tatalincheik-25), New Thargi Street, WardNo.(1), Mayangone Township, Yangon., Mayangone, Yangon",16.8662832,96.1163418,,,,Sorghums,False,"ohm shwe war co., ltd."
MM202508763QSN0,"Chindwin Banner Co., Ltd","42/103-B, Kanaung Min Thar Gyi Street, Zone (1), Shwepyitha, Yangon",16.9188097,96.083001,,,,Jackets,False,"chindwin banner co., ltd"
MM202508764TDSW,"San Pya Nwe Co., Ltd","34th Street, Between 85th Street & 86th Street, Chanayethazan, Mandalay",21.9780187,96.0741505,,,,Rice,False,"san pya nwe co., ltd"
MM202508766SHHS,Aung Naing Thitsar Company Limited,"Dagon Center 2, 14(C&E), 14th Floor, No.268 Pyay Township, Yangon, Myanmar., Pyay, Yangon",16.8044981,96.1375101,,,,Rice|Rice|Broken Rice,False,aung naing thitsar company limited
MM202508767XHBR,Myanmar Distribution Group,"No.11(A), Myittar Yeik Mon Housing, Nat Chaung Ward, Tamwe Tsp, Yangon., Tamwe, Yangon",16.8103723,96.1783507,,,,Gold Roast Coffee Mix,False,myanmar distribution group
MM202508768N30R,"Aung & Ruble Trading Co., Ltd","26, 8th Floor, Thamain Bayan Road, Tamwe, Yangon",16.8016403,96.1953251,,,,Toffee,False,"aung & ruble trading co., ltd"
MM20250876AGZDY,"Dawei River Holding Enterprise Co., Ltd","Holding No.J (66), Thiriyadana Wholesales Market, North Okkalapa T/s, Yangon., North Okkalapa, Yangon",16.923692,96.1549897,,,,Rubber,False,"dawei river holding enterprise co., ltd"
MM20250876BSA4A,"Great Luck Co., Ltd","119, Lower Kyee Myin Daing Road, Saw Yan Paing (East) Ward, Ahlone, Yangon",16.8086025,96.1228751,,,,Green Gram|Onion|Chille|Green Bean,False,"great luck co., ltd"
MM20250876F3S36,"Myanstar Garment Co., Ltd","Building E, Room-301/302, 3rd Floor, Pyay Road, Diamond Condo, Kamaryut, Yangon",16.8229109,96.1314099,,,,Jackets|Coat|Pants,False,"myanstar garment co., ltd"
MM20250876FMF5F,Kittenish Knitting Company,"No (66), Min Thatedi Kyaw Swar Street, Shwe Pyi Thar Industrial Zone (2), Shwe Pyi Thar Township, Yangon. (Fty 1)",16.971492,96.0763009,,,,Jackets|Kids Wear|Pants,False,kittenish knitting company
MM20250876G662P,"Trade Relation International Co., Ltd","No. Ta-36, Baw Ga Ba Ba La Lan Thwal, Yandayar Yeik Thar, North Okkalapa Tsp, Yangon.",16.9197469,96.1686077,,,,,False,"trade relation international co., ltd"
MM20250876GHBCG,"La Min Htein Htein Thar Trading Co., Ltd.","Building No.62, First Floor, Room No.2, Pansodan Street, Kyauktada T/S, Yangon., Kyauktada, Yangon",16.7726319,96.1617876,,,,Green Bean|Crab,False,"la min htein htein thar trading co., ltd."
MM20250876H7TR2,United Engineering,"23, Thukha Waddy St., Yankin, Yangon, Myanmar, Yankin, Yangon",16.8331267,96.1586281,,,,,False,united engineering
MM20250876HV4PY,Pyone Pyone Family,"101, 123th St., Mingalar Taung Nyunt, Yangon, Myanmar, Mingalar  Taung Nyunt, Yangon",16.7926462,96.171094,,,,Kitchenware,False,pyone pyone family
MM20250876K56K9,Aung Myanmar Technology Cold Storage,"Sinmalike Dockyard, Myanmar Shipyard Compound, Kamaryut Township, Yangon, Myanmar., Kamaryut, Yangon",16.8295638,96.1201286,,,,Shrimp Meat,False,aung myanmar technology cold storage
MM20250876KT16C,"Kaung Lat Trading Co., Ltd.","No.(16), Warn Hmie Village, Warn Hmie Village Group, Maing Kaing Township, Shan State., Maing Kaing, Shan",24.8331528,95.33116520000002,,,,Green Bean,False,"kaung lat trading co., ltd."
MM20250876KW65J,"Organic-Agro Land Co., Ltd","Room-705, 7th Floor, 50th Street, 50th Street Condo, Botahtaung, Yangon",16.7723195,96.1711869,,,,Ginger|Turmeric Fingers|Pigeon Pea|Black Gram|Green Gram,False,"organic-agro land co., ltd"
MM20250876MQ6W5,"Maou Oals Shaung Int'l Co., Ltd","182/194 Rm 3/E, 3rd Flr, Batahtaung Pagoda St. Hnin Si Condo, Pazundaung, Yangon",16.7748648,96.1728838,,,,Pigeon Pea|Black Gram|Sesame,False,"maou oals shaung int'l co., ltd"
MM20250876N3QNW,"Great Value Co., Ltd","28, Corner of Min Theikdi Kyaw Swar Street & U Tayoke Street, Zone (2), Shwepyitha, Yangon",16.9753379,96.0785104,,,,Rice|Black Gram,False,"great value co., ltd"
MM20250876NJ3QS,"Myanmar Technologies Industry Co., Ltd","50, Yaw Atwin Wun U Phoe Hlaing Street, Industrial Zone (1), Dagon Seikkan, Yangon",16.8892591,96.2288841,,,,plywoods|Boards|Wood Decking|Veneers,False,"myanmar technologies industry co., ltd"
MM20250876NMPRF,"Asia Hline Kyaw Family Co., Ltd","253/A, Room 301/A, 3rd Floor, Mahar Bandoola Road, Botahtaung, Yangon",16.7738283,96.1742614,,,,Rice|Black Gram|Green Gram,False,"asia hline kyaw family co., ltd"
MM20250876P8BBC,Myanmar Mercury Garment Manufacturing Company Limited.,"No (198/13), U Pho Hlaing Street, Dagon Seikkan Industrial Zone (1), Dagon Seikkan Township, Yangon.",16.8344399,96.2806526,,,,,False,myanmar mercury garment manufacturing company limited.
MM20250876PE8GM,"Kojima Iryo Myanmar Co., Ltd","869, Rm (A-3), Maharbaga Street, 8th Ward, Mayangone, Yangon",16.8687935,96.1119967,,,,Dress|Shirt|Jackets,False,"kojima iryo myanmar co., ltd"
MM20250876PJGP6,Famous Winner Company Limited,"Plot No.198, Myay Taing Block No.Nga (Industry), Industrial Ward, North Okkalapa Tsp, Yangon",16.9197469,96.1686077,,,,,False,famous winner company limited
MM20250876Q5NFR,"E & E Magnetic Products Co., Ltd","174, Pabe Khaung Mg Khet Street, Industrial Zone (1), Hlaingtharya, Yangon",16.832278,96.2207656,,,,Power Magnetic Transformer,False,"e & e magnetic products co., ltd"
MM20250876RZYEV,Diamond Mercury Wood Product Ltd,"98/42, Set Hmu 6th Street, Industrial Zone (1), Shwepyitha, Yangon",16.8330415,96.2190137,,,,Parquet|plywoods|Veneers|Laminated wood,False,diamond mercury wood product ltd
MM20250876S42H8,"Tek Nay Wun Ni Manufacturing Co., Ltd","142, Mhat Khayar Min Thar Gyi Street, Shwe Pyi Thar Industrial Zone - 3, Shwepyitha, Yangon",16.969617,96.0732146,,,,Pants,False,"tek nay wun ni manufacturing co., ltd"
MM20250876S5Y9X,Holly Garment,"Sayar Shan, Shwelinban Zone, Hlaingtharyar, Hlaingtharya, Yangon",16.8431462,96.0855487,,,,Pants|Shirt,False,holly garment
MM20250876ST9PA,"S.M.A.S Co., Ltd","A-165/166, Yoe Gyi Chaung Street, Bayintnaung Warehouse, Mayangone, Yangon",16.8673092,96.107689,,,,Fish|Salted Fish|Dried Shrimp,False,"s.m.a.s co., ltd"
MM20250876STTX2,"Nang Yan Co., Ltd.","No.167. 36 Street, Between 80 and 81, Mandalay., Mandalay, Mandalay",22.0004462,96.0844479,,,,Aquatic Product,False,"nang yan co., ltd."
MM20250876TGHXG,"Nine Lion Trading Co., Ltd","25, 1st Floor, Anawrahta Road, Latha, Yangon",16.7772208,96.1495051,,,,Fish,False,"nine lion trading co., ltd"
MM20250876YVFAA,"Dragon Garment Co., Ltd","No.19, Mya Sein Yaung Ind'l Zone, Hlaing Tharyar Tsp",16.9540115,96.0680731,,,,,False,"dragon garment co., ltd"
MM20250876Z2KS5,"Paing Family International Co., Ltd.","No.3-C Yuzana Street, Aye Yeik Mon, 4 Ward, Hlaing Township, Yangon., Hlaing, Yangon",16.8401884,96.1141624,,,,Green Bean,False,"paing family international co., ltd."
MM20250876Z41FB,Myawaddy Trading Ltd.,"No.55/61, Strand Road, Serikkan T/S, Yangon., Serikkan, Yangon",16.7676751,96.1669222,,,,Green Bean,False,myawaddy trading ltd.
MM20250876ZYNY8,"Great Diamond Mountain Manufacturing Co., Ltd","132, Corner of Wutmasut Won Htauk Street&Seik Kan Thar Street, Industrial Zone (4) Hlaing Thar Yar Tsp, Yangon., Hlaing Thar Yar, Yangon",16.8446753,96.1154424,,,,Feel Candy,False,"great diamond mountain manufacturing co., ltd"
MM202508770HG5Z,"Advanced Seafood Industries Co., Ltd.","No.127, Than Chat Wun U My Street, Dagon Seink Industrial Zone (1), Yangon, Myanmar., Dagon, Yangon",16.7941555,96.1447455,,,,Squid|Fish|Crab|Shrimp Meat,False,"advanced seafood industries co., ltd."
MM202508770MBVK,"Myat Thiha Soe Trading Co., Ltd","173, 2nd Floor, 36th Street, Upper Middle Block, Kyauktada, Yangon",16.7891054,96.1701276,,,,Ginger|Turmeric Fingers|Black Gram|Rice|Gram Whole,False,"myat thiha soe trading co., ltd"
MM2025087717C9P,"Asia Face Trading Co., Ltd (Double M)","Building S/A, Room 004, Ground Floor, Lay Daunt Kan Road, Min Ye Kyaw Swar Housing, Tamwe, Yangon",16.789224,96.1305225,,,,Fish|Prawn|Soft Crab,False,"asia face trading co., ltd (double m)"
MM202508772CPRN,"New Blaze Co., Ltd","43/B, 31st Street, Lower Middle Block, Pabedan, Yangon",16.7776497,96.1566754,,,,Gram Whole|Pigeon Pea|Black Gram,False,"new blaze co., ltd"
MM202508772JS06,Mansa Iron Steel,"529/3, 529/4, Pin Lon St., Industrial Zone (1), South Dagon, Yangon, Myanmar, South Dagon, Yangon",16.8393657,96.2249931,,,,Kitchenware,False,mansa iron steel
MM202508773WPR6,AEC (Green Eyes Ltd),"83/85, 30th Street, Lower Middle Block, Pabedan, Yangon",16.7776497,96.1566754,,,,Gram Whole|Black Gram,False,aec (green eyes ltd)
MM202508774HCQH,"Golden Island Myanmar Co., Ltd","Plot No(1/A, 1/D, 1/E), Dagon Industrial Zone (2), Dagon Myo Thit (Seikkan) Tsp, Yangon",16.8341487,96.230958,,,,,False,"golden island myanmar co., ltd"
MM202508774S0E4,"Hla Yin Moe Co., Ltd","44/B, No.(3), Main Road, Pyinmabin Industrial Zone, Mingalardon, Yangon",17.0003147,96.1445461,,,,Pants|Knitting wears,False,"hla yin moe co., ltd"
MM202508775S5VQ,Myanmar Chemical & Machinery Co.Ltd,"20/21/Thukhawaddy Street, 6 Ward, Yankin, Yangon",16.8335572,96.158665,,,,Lentil|Black Gram|Green Gram|Rice|Black Eye Bean,False,myanmar chemical & machinery co.ltd
MM202508776NC99,"Jin Kai Manufacturing (Myanmar) Co., Ltd","Plot No.186, Myay Taing Block Zone (2), Hlaing Tharyar Tsp, Yangon",16.8819286,96.0573302,,,,,False,"jin kai manufacturing (myanmar) co., ltd"
MM202508777CM33,"Sincere Season (Myanmar) Garment Co., Ltd","Plot No. A1, Myay Taing Block No 21, Mya Sein Yaung Industrial Zone, Hlaing Tharyar Tsp, Yangon.",16.8792057,96.0018289,,,,,False,"sincere season (myanmar) garment co., ltd"
MM202508779AH2Z,"Htun Padetha Industries & Trading Co., Ltd","44-45, Kanaung Min Thar Gyi Street, Industrial Zone (1) Hlaing Thar Yar Tsp, Hlaing Thar Yar, Yangon",16.8880467,96.048359,,,,Food Stuff,False,"htun padetha industries & trading co., ltd"
MM202508779Y9S2,"Cekap Venture Trading Co., Ltd","Room-504, 5th Floor, Kaba Aye Pagoda Road, Excel Treasure Tower, Bahan, Yangon",16.8152865,96.1559192,,,,Green Gram|Black Gram|Pigeon Pea,False,"cekap venture trading co., ltd"
MM20250877A4SCC,"Crown Star Co., Ltd","26/A, Aung Min Khaung Pagoda Street, 10th Ward, Kamaryut, Yangon",16.8168106,96.1432115,,,,Black Gram|Pigeon Pea,False,"crown star co., ltd"
MM20250877A9CE6,"Native Victor Industries Co., Ltd","77, Yaw Atwin Wun U Poe Hlaing Street, East Dagon, Yangon",16.8934794,96.0825104,,,,T shirt|Shirt|Pants,False,"native victor industries co., ltd"
MM20250877B27P3,Brilliance Textile Corporation Limited,"Plot No. 198/6, 1098/7, Thamardi Street, 2 lane, Industrial Zone (1), Dagon Seikkan Tsp",16.8040669,96.1743291,,,,,False,brilliance textile corporation limited
MM20250877BA5M7,"Shan Maw Myae Co., Ltd","243, 1st Floor, Bo Aung Kyaw Street, Upper Middle Block, Kyauktada, Yangon",16.7742121,96.164351,,,,Envelope|Green Tea,False,"shan maw myae co., ltd"
MM20250877BM192,"San Dara Aung Co., Ltd","71, 31st Street, Lower Middle Block, Pabedan, Yangon",16.7776497,96.1566754,,,,Black Gram|Pigeon Pea,False,"san dara aung co., ltd"
MM20250877C715J,"Golden Propitious (Myanmar) Garment Co., Ltd","Plot No.51, Myay Taing Block No. 51, Thardukan Industrial Zone, Shwe Pyi Thar Tsp, Ygn",16.9845706,96.0922922,,,,,False,"golden propitious (myanmar) garment co., ltd"
MM20250877CZ0Y2,"Aung Myat Phyo Int'l Co., Ltd","15, 11th Street, Lower Block, Lanmadaw, Yangon",16.77345,96.1463396,,,,Prawn|Carb,False,"aung myat phyo int'l co., ltd"
MM20250877D7Q6A,"See Top Co., Ltd","Myo Shaung 4 Street, No(277/279), No(8) Ward, Bago",17.3430693,96.4468214,,,,,False,"see top co., ltd"
MM20250877G26P7,"Hein Aquarium Co., Ltd","1033/1035, Duya Street, Ward (43), North Dagon, Yangon",16.8885399,96.1805422,,,,Fish,False,"hein aquarium co., ltd"
MM20250877G310D,"Sono Myanmar Co., Ltd","No. (85), Di Pe Yinn Wun Htaut U Myal Street, Shwe Pyi Thar Zone (4), Shwe Pyi Thar Township",16.929154,96.0885169,,,,,False,"sono myanmar co., ltd"
MM20250877GDH07,Golden Bayint Naung Rice & Paddy Company Limited,"No.Nya/25, Ahthaw Ka St, BayintnaUNG Pweyontan, No(1) Quarter, Mayangone Tsp, Yangon, Myanmar, Mayangone, Yangon",16.8605843,96.1062494,,,,Rice,False,golden bayint naung rice & paddy company limited
MM20250877GFD05,"Ever Bright (Myanmar) Textile Co., Ltd","No.1002, Phoung Gyi Road, No.53 GA, Mi Chaung Aing Village, Hlegue Tsp, Ygn",17.0948072,96.2110521,,,,,False,"ever bright (myanmar) textile co., ltd"
MM20250877KM9Q0,KBL Fashion Limited,"No (172), Sabai Street, Hlaing Tharyar Industrial Zone (5), Hlaing Tharyar Township, Yangon. No.(19), Myawaday Min Gyi Street, Hlaing Tharyar Zone (4), Hlaing Tharyar Tsp.",16.8819286,96.0573302,,,,,False,kbl fashion limited
MM20250877MAHW4,Indigo Sea Myanmar Trading,"Building 53/54, Bahosi Housing, Lanmadaw, Yangon",16.7792342,96.1404381,,,,Cashew Nuts,False,indigo sea myanmar trading
MM20250877MAP2F,"Two Rivers Co., Ltd.","No.356, D, o.F Compound, West Gyogone, Insein Township, Yangon, Myanmar, Insein, Yangon",16.873332,96.1119528,,,,Shrimp Meat,False,"two rivers co., ltd."
MM20250877NYQPS,Sweet Dreams House Holding Supply.,"No(26*30), Kan Kaunt Haung Quarter, East Myo Pat St, Chan Myae Thar Zan, Mandalay",21.9588282,96.0891032,,,,,False,sweet dreams house holding supply.
MM20250877P46WN,"ZPG Zay Pharmaceutical Group Co., Ltd","No(69), Theikpan Street, Gallon Quater, Ahlone Township, Yangon, Yangon, Yangon",16.7921867,96.1235113,,,,Methylated Spirit|Zinc Oxide ointment|Povidone iodine Solution|Detergent Solution|Povidone iodine Surgical Scrub,False,"zpg zay pharmaceutical group co., ltd"
MM20250877QX2CV,"Diamond Star Co., Ltd","50-51-52, Ka Naung Min Thar Gyi Street, East Dagon Industial Zone, Yangon., East Dagon, Yangon",16.840939,96.173526,,,,Rice,False,"diamond star co., ltd"
MM20250877R4TM3,"Sanny & Brothers Int'l Trading Co., Ltd","17, Room 7/8, Sabae Street, Tamwe, Yangon",16.8144727,96.1296754,,,,Luggage,False,"sanny & brothers int'l trading co., ltd"
MM20250877RN98Q,Golden Phyo Htaung,"57-58 Between, 39(A) Street, Ye Mon Taung Ward, Mahan Aung Myay Township, Mandalay., Mahan Aung Myay, Yangon",21.9588282,96.0891032,,,,Htoo Htoo Shaldable Assorted Sriet Beans,False,golden phyo htaung
